tag,reference,seed,condition,delta_macro_f1,new_errors,repaired_errors
base16,A,37,xy_fraction4,0.0018507910324838672,426,571
base16,A,7,kept_single,0.011135089189636571,895,1721
base16,A,17,kept_single,0.013215805861197971,993,1963
base16,A,37,kept_single,0.01642153087101761,671,1896
base16,A,7,sparse_single,0.037404717413643485,1027,4650
base16,A,17,sparse_single,0.04126250267183906,955,4942
base16,A,37,sparse_single,0.05741816634435415,795,6328
base16,A,7,sparse_context,0.014955027438570911,880,2333
base16,A,17,sparse_context,0.02305288192740762,807,3048
base16,A,37,sparse_context,0.027056523045569936,732,3350
base16,B,7,clean,0.0013374913293043855,425,520
base16,B,17,clean,-0.0020817981366647587,442,281
base16,B,37,clean,0.0014226294420531804,295,405
base16,B,7,uniform_half_0,0.001296448593893329,576,664
base16,B,17,uniform_half_0,-0.0017834576241767541,547,406
base16,B,37,uniform_half_0,0.0003203857151024003,438,465
base16,B,7,uniform_half_1,0.0012990021416212638,579,667
base16,B,17,uniform_half_1,-0.0012104449941358064,523,426
base16,B,37,uniform_half_1,0.001359324966904718,393,499
base16,B,7,uniform_half_2,0.0007839731406993344,604,653
base16,B,17,uniform_half_2,-0.0015864798340199382,550,424
base16,B,37,uniform_half_2,0.0009160623834619797,398,470
base16,B,7,uniform_quarter_0,-0.0008303616049788465,738,663
base16,B,17,uniform_quarter_0,-0.0027615479851081925,695,478
base16,B,37,uniform_quarter_0,-5.257510692358025e-05,588,589
base16,B,7,uniform_quarter_1,-0.0012847310713295368,744,634
base16,B,17,uniform_quarter_1,-0.0030879096910436665,681,439
base16,B,37,uniform_quarter_1,0.0004494215763117815,536,574
base16,B,7,uniform_quarter_2,-0.0015431716987730493,772,642
base16,B,17,uniform_quarter_2,-0.0032593582292964607,726,471
base16,B,37,uniform_quarter_2,-0.0005588579341053723,591,553
base16,B,7,central_half,-0.008322995171632819,903,252
base16,B,17,central_half,-0.004444763253700246,690,342
base16,B,37,central_half,0.00018138661570410441,427,442
base16,B,7,xy_fraction6,0.0014173903784970854,426,527
base16,B,17,xy_fraction6,-0.002016425956500645,437,281
base16,B,37,xy_fraction6,0.001304847110169205,297,398
base16,B,7,xy_fraction4,0.0013388769376930787,429,524
base16,B,17,xy_fraction4,-0.002160726994996809,449,282
base16,B,37,xy_fraction4,0.0012387758994460984,300,396
base16,B,7,kept_single,-0.002986720523737718,789,554
base16,B,17,kept_single,-0.0015315905857462564,686,564
base16,B,37,kept_single,0.0010788780220264416,538,626
base16,B,7,sparse_single,0.00793997893993581,1261,2050
base16,B,17,sparse_single,0.014167636346718915,1338,2739
base16,B,37,sparse_single,0.016596462485043872,1230,2868
base16,B,7,sparse_context,0.007108132338724982,1063,1766
base16,B,17,sparse_context,0.00393102892317887,1017,1408
base16,B,37,sparse_context,0.0047109241313241235,834,1298
geometry19,A,7,clean,0.0013784817413965422,390,493
geometry19,A,17,clean,0.00013684385700474255,493,502
geometry19,A,37,clean,0.001195580660345641,563,661
geometry19,A,7,uniform_half_0,0.0018343819728520172,547,682
geometry19,A,17,uniform_half_0,0.0029242631881181147,613,832
geometry19,A,37,uniform_half_0,0.00352806467457234,659,934
geometry19,A,7,uniform_half_1,0.002935316792942455,557,775
geometry19,A,17,uniform_half_1,0.002974511469044372,604,827
geometry19,A,37,uniform_half_1,0.004220987845603319,651,979
geometry19,A,7,uniform_half_2,0.0020492255764856804,571,722
geometry19,A,17,uniform_half_2,0.002934289185140937,604,824
geometry19,A,37,uniform_half_2,0.004057137124976906,639,954
geometry19,A,7,uniform_quarter_0,0.009877752435402787,765,1503
geometry19,A,17,uniform_quarter_0,0.013029819956930755,773,1747
geometry19,A,37,uniform_quarter_0,0.015097775856384499,675,1822
geometry19,A,7,uniform_quarter_1,0.008492602978983466,791,1423
geometry19,A,17,uniform_quarter_1,0.013210782335363325,776,1762
geometry19,A,37,uniform_quarter_1,0.015164923394155982,704,1856
geometry19,A,7,uniform_quarter_2,0.009096808975373794,777,1456
geometry19,A,17,uniform_quarter_2,0.012644253575531339,829,1771
geometry19,A,37,uniform_quarter_2,0.015267526122024533,685,1844
geometry19,A,7,central_half,0.011395007215791564,468,1359
geometry19,A,17,central_half,0.014845435604323276,462,1621
geometry19,A,37,central_half,0.020788624613982676,355,1981
geometry19,A,7,xy_fraction6,0.0014293814358184997,389,496
geometry19,A,17,xy_fraction6,5.840632842524229e-05,492,495
geometry19,A,37,xy_fraction6,0.001353394929862084,551,661
geometry19,A,7,xy_fraction4,0.0010491702497155142,404,482
geometry19,A,17,xy_fraction4,-8.095031052146595e-06,499,497
geometry19,A,37,xy_fraction4,0.001077785262801667,574,663
geometry19,A,7,kept_single,0.007603858922556994,1097,1650
geometry19,A,17,kept_single,0.014212057118952792,1043,2091
geometry19,A,37,kept_single,0.016323534086627567,832,2055
geometry19,A,7,sparse_single,0.031402252788582,1349,4386
geometry19,A,17,sparse_single,0.03912222424672562,1069,4848
geometry19,A,37,sparse_single,0.05481527491070348,841,6118
geometry19,A,7,sparse_context,0.015297093182991994,923,2410
geometry19,A,17,sparse_context,0.022361910543159502,825,2998
geometry19,A,37,sparse_context,0.025337839328115508,913,3362
geometry19,B,7,clean,0.001739127167595722,522,646
geometry19,B,17,clean,-0.0006814942269699475,450,397
geometry19,B,37,clean,0.0006617325994364709,492,547
geometry19,B,7,uniform_half_0,0.00120620793231474,674,754
geometry19,B,17,uniform_half_0,-0.0009239043943449765,561,489
geometry19,B,37,uniform_half_0,4.95262148958453e-05,606,615
geometry19,B,7,uniform_half_1,0.0011540667269580585,679,755
geometry19,B,17,uniform_half_1,-2.5248694608404065e-05,517,514
geometry19,B,37,uniform_half_1,0.0005087486902495275,591,635
geometry19,B,7,uniform_half_2,0.0011607732198573029,676,753
geometry19,B,17,uniform_half_2,-5.8999820016891746e-05,517,511
geometry19,B,37,uniform_half_2,0.0009336049414038206,568,644
geometry19,B,7,uniform_quarter_0,-0.0011801083055273942,854,750
geometry19,B,17,uniform_quarter_0,-0.001470472753763774,676,561
geometry19,B,37,uniform_quarter_0,0.0004440321093304167,709,750
