tag,reference,condition,seed,delta,low,high
distribution20,base16,uniform_half_1,mean3,0.001975909760751645,0.0005968525593445619,0.004123459673824673
distribution20,base16,uniform_half_2,7,0.001910855346350493,-0.000989969117887371,0.005911318310449634
distribution20,base16,uniform_half_2,17,0.003759480586057573,0.0021346426768284964,0.007377130738914525
distribution20,base16,uniform_half_2,37,0.0017025985030552082,-0.0009294463908015776,0.004674510129755915
distribution20,base16,uniform_half_2,mean3,0.0024576448118210914,0.0011303260292629255,0.004775731861901664
distribution20,base16,uniform_quarter_0,7,0.00022741983362795093,-0.0023271940984264106,0.003059483184462498
distribution20,base16,uniform_quarter_0,17,0.0025276093537782707,0.0007648162383421586,0.005968072927062541
distribution20,base16,uniform_quarter_0,37,0.0005729560439011738,-0.004118591545125732,0.004779171388955353
distribution20,base16,uniform_quarter_0,mean3,0.0011093284104357985,-0.000447492262495434,0.003023338419720694
distribution20,base16,uniform_quarter_1,7,-0.0004149904693631079,-0.003077665272442906,0.0025251121143906948
distribution20,base16,uniform_quarter_1,17,0.0017606387594812922,0.00025474690560289,0.004502556469231854
distribution20,base16,uniform_quarter_1,37,0.000374331499689573,-0.004084538969561497,0.004480242874807586
distribution20,base16,uniform_quarter_1,mean3,0.0005733265966025858,-0.0007002543130528265,0.0020770977657498415
distribution20,base16,uniform_quarter_2,7,-0.00043477871736685714,-0.0028614069194336763,0.002483404699264282
distribution20,base16,uniform_quarter_2,17,0.0027956949180102386,0.0010099542704291476,0.006354995630110629
distribution20,base16,uniform_quarter_2,37,0.0009113676305474439,-0.0036211284466708656,0.005337730837485976
distribution20,base16,uniform_quarter_2,mean3,0.0010907612770636084,-0.00031561434198925194,0.0027569272925246162
distribution20,base16,central_half,7,0.004992792155766201,0.0021781359602782158,0.010515654914424128
distribution20,base16,central_half,17,0.0056649864704459985,0.0030208515640116366,0.011296930373663805
distribution20,base16,central_half,37,0.0025462148345385405,0.0009451521580381234,0.005457559456664203
distribution20,base16,central_half,mean3,0.00440133115358358,0.0024724748076826075,0.00869614328670829
distribution20,base16,xy_fraction6,7,0.0033236076881593135,0.0002800940075459946,0.007678344457391254
distribution20,base16,xy_fraction6,17,0.003943173982292936,0.001680443694008363,0.007558305662563089
distribution20,base16,xy_fraction6,37,0.0036118303636557547,0.001413665338278991,0.006527702379381986
distribution20,base16,xy_fraction6,mean3,0.003626204011369335,0.0013824629650241282,0.006867238716934727
distribution20,base16,xy_fraction4,7,0.0034144831267188813,0.0004202866185112675,0.007914950721417156
distribution20,base16,xy_fraction4,17,0.004022874049931957,0.0017925044239673672,0.007647615580794987
distribution20,base16,xy_fraction4,37,0.0036911561294283857,0.0015110470883491795,0.0066564294198285905
distribution20,base16,xy_fraction4,mean3,0.0037095044353597415,0.001508413288523383,0.007041132563300973
distribution20,base16,kept_single,7,-0.00380150206983354,-0.00837460382118349,0.0001164410970158688
distribution20,base16,kept_single,17,-0.0012331361544986041,-0.0035021305916859064,0.0010043291742792046
distribution20,base16,kept_single,37,-0.0016010785160487373,-0.006673458745562452,0.0020467343914774452
distribution20,base16,kept_single,mean3,-0.0022119055801269605,-0.004244509703039324,-0.0005922266587405979
distribution20,base16,sparse_single,7,-0.004914113428819311,-0.012888941120284044,-0.000529162409631473
distribution20,base16,sparse_single,17,-0.0017945076922196712,-0.006020706945398943,0.0005673515130724143
distribution20,base16,sparse_single,37,-0.001441727208913668,-0.003263769247153961,0.00024277998260954163
distribution20,base16,sparse_single,mean3,-0.0027167827766508834,-0.006675588396508729,-0.0006650330760786931
distribution20,base16,sparse_context,7,0.0017574422546848822,-0.0019452630672775971,0.0059846023080011475
distribution20,base16,sparse_context,17,0.0016171581406658753,-0.00030962089624973765,0.0036954579690929652
distribution20,base16,sparse_context,37,0.0028429135755426715,0.0008104403569885316,0.0067344639818528364
distribution20,base16,sparse_context,mean3,0.0020725046569644765,0.000355065309002639,0.0042308962742908076
distribution20,base16,composite,7,0.0009982708937685825,-0.0020747455867832472,0.004841869755671534
distribution20,base16,composite,17,0.002368895285431827,0.0006432068460080654,0.005268286708993179
distribution20,base16,composite,37,0.001614830994988603,4.529800521877183e-05,0.003938887795201898
distribution20,base16,composite,mean3,0.0016606657247296708,0.0002484678652926564,0.0037592896166725037
combined23,base16,clean,7,0.0033984091851498865,0.0011579440778291595,0.006562781842046878
combined23,base16,clean,17,0.004076790334568536,0.0014296866572744537,0.008020074500495513
combined23,base16,clean,37,0.002948550530962324,0.0009870130423401207,0.0055492696998926975
combined23,base16,clean,mean3,0.0034745833502269154,0.0014977621320246676,0.0064962773454041375
combined23,base16,uniform_half_0,7,0.0021467845603146962,0.0004896098477750494,0.004522115426286585
combined23,base16,uniform_half_0,17,0.002756081923666831,0.00045743319845406306,0.006897492875496956
combined23,base16,uniform_half_0,37,0.0020677617039751572,-0.001278764725338713,0.005377968712392233
combined23,base16,uniform_half_0,mean3,0.002323542729318895,0.0005606145628410164,0.00488826878534952
combined23,base16,uniform_half_1,7,0.0028364636270319377,0.0006812292222394018,0.005796877131347061
combined23,base16,uniform_half_1,17,0.0026822113569809902,0.0003100927914028051,0.007165041158403575
combined23,base16,uniform_half_1,37,0.0014007237121342886,-0.0016714897157993846,0.004633071985667653
combined23,base16,uniform_half_1,mean3,0.0023064662320490723,0.00043638451641099806,0.004957951062239691
combined23,base16,uniform_half_2,7,0.0027034109324095557,0.0008735071181016935,0.00549143564125072
combined23,base16,uniform_half_2,17,0.0029890412472266537,0.0009405278732274008,0.007075244797145791
combined23,base16,uniform_half_2,37,0.002262002325852608,-0.00041191476522935415,0.005267949896572422
combined23,base16,uniform_half_2,mean3,0.002651484835162939,0.0011079034942202879,0.005159274510654542
combined23,base16,uniform_quarter_0,7,0.0017623298556029843,-0.0005625654593267249,0.0043404379227099076
combined23,base16,uniform_quarter_0,17,0.002136122064166468,-0.0011040472941165336,0.007360127195469854
combined23,base16,uniform_quarter_0,37,0.0018615839747413432,-0.0017772916117659715,0.0054666993683972235
combined23,base16,uniform_quarter_0,mean3,0.0019200119648369318,-7.82090845166357e-05,0.004467567406934996
combined23,base16,uniform_quarter_1,7,0.0009304569803105789,-0.0006454796877272739,0.0027986956766332337
combined23,base16,uniform_quarter_1,17,0.0025633026016549376,-0.0003614213800951449,0.007495668291488235
combined23,base16,uniform_quarter_1,37,0.00018893641864359267,-0.003970697816301091,0.0038159119891617824
combined23,base16,uniform_quarter_1,mean3,0.0012275653335363697,-0.000509208373992893,0.003354875650239787
combined23,base16,uniform_quarter_2,7,0.0018387828408166218,-0.00013902766095379157,0.004291534781051553
combined23,base16,uniform_quarter_2,17,0.0025888667588866987,-0.0008656391734382041,0.008022332157924087
combined23,base16,uniform_quarter_2,37,0.0011422982685658223,-0.002585110826876258,0.004803112216015671
combined23,base16,uniform_quarter_2,mean3,0.0018566492894230475,-0.0001396671565530888,0.004633275371327013
combined23,base16,central_half,7,0.0059693684228789845,0.003087953749465339,0.011720829079619539
combined23,base16,central_half,17,0.007124302025941609,0.0032558284487788523,0.014553309325828335
